lat,lon,conc,Submission,radius,sqrt
44.85,-93.55,44.85-93.55,11/2/15 19:59,1,1
37.74,-122.44,37.74-122.44,11/2/15 20:02,4,2
45.55,-122.81,45.55-122.81,11/2/15 20:03,1,1
37.29,-121.88,37.29-121.88,11/2/15 20:04,5,2.236067977
37.92,-122.51,37.92-122.51,11/2/15 20:06,5,2.236067977
37.59,-122.06,37.59-122.06,11/2/15 20:07,1,1
37.93,-122.53,37.93-122.53,11/2/15 20:07,6,2.449489743
34.4,-119.72,34.4-119.72,11/2/15 20:09,1,1
45.55,-122.81,45.55-122.81,11/2/15 20:09,2,1.414213562
37.89,-122.56,37.89-122.56,11/2/15 20:14,23,4.795831523
37.89,-122.56,37.89-122.56,11/2/15 20:14,24,4.898979486
34.06,-118.43,34.06-118.43,11/2/15 20:19,1,1
38.45,-122.68,38.45-122.68,11/2/15 20:34,23,4.795831523
37.76,-122.44,37.76-122.44,11/2/15 20:38,5,2.236067977
42.36,-71.26,42.36-71.26,11/2/15 20:44,1,1
37.99,-122.58,37.99-122.58,11/2/15 21:13,3,1.732050808
37.41,-122.13,37.41-122.13,11/2/15 21:45,9,3
43.47,-110.76,43.47-110.76,11/2/15 21:47,1,1
34.03,-118.26,34.03-118.26,11/2/15 22:38,1,1
37.86,-122.28,37.86-122.28,11/2/15 23:35,3,1.732050808
42.48,-71.46,42.48-71.46,11/3/15 0:21,1,1
32.8,-117.13,32.8-117.13,11/3/15 2:55,1,1
33.67,-117.73,33.67-117.73,11/3/15 2:58,1,1
37.77,-122.41,37.77-122.41,11/3/15 4:52,5,2.236067977
35.54,-120.75,35.54-120.75,11/3/15 5:17,1,1
37.45,-122.1,37.45-122.1,11/4/15 9:28,5,2.236067977
34.02,-118.47,34.02-118.47,11/10/15 10:20,1,1
38.74,-121.25,38.74-121.25,12/4/15 13:23,4,2
38.47,-122.6,38.47-122.6,1/7/16 14:04,2,1.414213562
38.53,-122.81,38.53-122.81,1/7/16 14:31,16,4
41.9,-111.81,41.9-111.81,1/7/16 15:04,1,1
38.5,-122.76,38.5-122.76,1/11/16 9:37,15,3.872983346
32.9,-117.2,32.9-117.2,1/11/16 10:02,1,1
32.99,-117.25,32.99-117.25,1/11/16 10:02,1,1
37.37,-122.21,37.37-122.21,1/11/16 10:02,1,1
41.83,-87.68,41.83-87.68,1/11/16 10:02,3,1.732050808
29.45,-98.5,29.45-98.5,1/11/16 10:03,2,1.414213562
32.99,-117.07,32.99-117.07,1/11/16 10:03,1,1
33.01,-117.27,33.01-117.27,1/11/16 10:03,1,1
33.62,-117.87,33.62-117.87,1/11/16 10:03,7,2.645751311
33.99,-118.46,33.99-118.46,1/11/16 10:03,1,1
33.99,-118.46,33.99-118.46,1/11/16 10:03,2,1.414213562
37.25,-121.92,37.25-121.92,1/11/16 10:03,4,2
37.3,-122.09,37.3-122.09,1/11/16 10:03,9,3
37.36,-122.14,37.36-122.14,1/11/16 10:03,3,1.732050808
37.4,-122.29,37.4-122.29,1/11/16 10:03,2,1.414213562
37.4,-122.29,37.4-122.29,1/11/16 10:03,3,1.732050808
37.74,-122.41,37.74-122.41,1/11/16 10:03,14,3.741657387
37.76,-122.44,37.76-122.44,1/11/16 10:03,6,2.449489743
37.76,-122.48,37.76-122.48,1/11/16 10:03,4,2
37.79,-122.42,37.79-122.42,1/11/16 10:03,4,2
37.79,-122.46,37.79-122.46,1/11/16 10:03,1,1
37.8,-122.43,37.8-122.43,1/11/16 10:03,8,2.828427125
37.81,-121.97,37.81-121.97,1/11/16 10:03,9,3
37.81,-121.97,37.81-121.97,1/11/16 10:03,10,3.16227766
37.84,-122.23,37.84-122.23,1/11/16 10:03,5,2.236067977
37.84,-122.23,37.84-122.23,1/11/16 10:03,6,2.449489743
37.84,-122.23,37.84-122.23,1/11/16 10:03,7,2.645751311
37.89,-122.56,37.89-122.56,1/11/16 10:03,25,5
37.89,-122.56,37.89-122.56,1/11/16 10:03,26,5.099019514
37.91,-122.3,37.91-122.3,1/11/16 10:03,4,2
37.94,-122.56,37.94-122.56,1/11/16 10:03,5,2.236067977
37.94,-122.56,37.94-122.56,1/11/16 10:03,6,2.449489743
38.44,-122.78,38.44-122.78,1/11/16 10:03,3,1.732050808
38.61,-121.49,38.61-121.49,1/11/16 10:03,1,1
41.83,-87.68,41.83-87.68,1/11/16 10:03,4,2
47.68,-122.28,47.68-122.28,1/11/16 10:03,2,1.414213562
29.62,-95.56,29.62-95.56,1/11/16 10:04,1,1
32.95,-117.19,32.95-117.19,1/11/16 10:04,1,1
33.14,-96.81,33.14-96.81,1/11/16 10:04,2,1.414213562
34.15,-117.99,34.15-117.99,1/11/16 10:04,1,1
34.23,-118.24,34.23-118.24,1/11/16 10:04,1,1
37.28,-121.95,37.28-121.95,1/11/16 10:04,3,1.732050808
37.3,-122.09,37.3-122.09,1/11/16 10:04,10,3.16227766
37.38,-122.07,37.38-122.07,1/11/16 10:04,3,1.732050808
37.49,-122.26,37.49-122.26,1/11/16 10:04,11,3.31662479
37.67,-121.93,37.67-121.93,1/11/16 10:04,3,1.732050808
37.75,-122.43,37.75-122.43,1/11/16 10:04,9,3
37.76,-122.48,37.76-122.48,1/11/16 10:04,5,2.236067977
37.77,-122.41,37.77-122.41,1/11/16 10:04,6,2.449489743
37.77,-122.49,37.77-122.49,1/11/16 10:04,2,1.414213562
37.78,-122.46,37.78-122.46,1/11/16 10:04,5,2.236067977
37.78,-122.46,37.78-122.46,1/11/16 10:04,6,2.449489743
37.79,-122.42,37.79-122.42,1/11/16 10:04,5,2.236067977
37.81,-121.97,37.81-121.97,1/11/16 10:04,11,3.31662479
37.89,-122.19,37.89-122.19,1/11/16 10:04,5,2.236067977
37.89,-122.56,37.89-122.56,1/11/16 10:04,27,5.196152423
38.11,-122.13,38.11-122.13,1/11/16 10:04,2,1.414213562
38.23,-122.12,38.23-122.12,1/11/16 10:04,4,2
38.23,-122.56,38.23-122.56,1/11/16 10:04,7,2.645751311
38.35,-121.42,38.35-121.42,1/11/16 10:04,2,1.414213562
38.4,-122.86,38.4-122.86,1/11/16 10:04,18,4.242640687
38.45,-122.68,38.45-122.68,1/11/16 10:04,24,4.898979486
38.45,-122.68,38.45-122.68,1/11/16 10:04,25,5
38.89,-77.03,38.89-77.03,1/11/16 10:04,1,1
39.08,-121.55,39.08-121.55,1/11/16 10:04,1,1
39.3,-123.73,39.3-123.73,1/11/16 10:04,1,1
39.54,-77.1,39.54-77.1,1/11/16 10:04,1,1
39.76,-104.87,39.76-104.87,1/11/16 10:04,2,1.414213562
40.71,-73.99,40.71-73.99,1/11/16 10:04,5,2.236067977
44.9,-93.74,44.9-93.74,1/11/16 10:04,1,1
32.95,-117.19,32.95-117.19,1/11/16 10:05,2,1.414213562
33.6,-117.86,33.6-117.86,1/11/16 10:05,3,1.732050808
33.88,-118.4,33.88-118.4,1/11/16 10:05,3,1.732050808
34.12,-118.11,34.12-118.11,1/11/16 10:05,1,1
36.06,-115.27,36.06-115.27,1/11/16 10:05,1,1
36.07,-115.21,36.07-115.21,1/11/16 10:05,1,1
36.18,-115.38,36.18-115.38,1/11/16 10:05,2,1.414213562
36.97,-121.98,36.97-121.98,1/11/16 10:05,1,1
37.19,-121.83,37.19-121.83,1/11/16 10:05,2,1.414213562
37.23,-121.95,37.23-121.95,1/11/16 10:05,6,2.449489743
37.25,-122.06,37.25-122.06,1/11/16 10:05,8,2.828427125
37.45,-122.17,37.45-122.17,1/11/16 10:05,11,3.31662479
37.55,-122.26,37.55-122.26,1/11/16 10:05,1,1
37.56,-122.37,37.56-122.37,1/11/16 10:05,6,2.449489743
37.75,-122.43,37.75-122.43,1/11/16 10:05,10,3.16227766
37.76,-122.44,37.76-122.44,1/11/16 10:05,7,2.645751311
37.77,-122.27,37.77-122.27,1/11/16 10:05,4,2
37.78,-122.43,37.78-122.43,1/11/16 10:05,9,3
37.84,-122.23,37.84-122.23,1/11/16 10:05,8,2.828427125
37.86,-122.28,37.86-122.28,1/11/16 10:05,4,2
37.9,-122.11,37.9-122.11,1/11/16 10:05,5,2.236067977
37.97,-122.5,37.97-122.5,1/11/16 10:05,8,2.828427125
38.43,-122.67,38.43-122.67,1/11/16 10:05,23,4.795831523
38.44,-122.78,38.44-122.78,1/11/16 10:05,4,2
38.45,-122.59,38.45-122.59,1/11/16 10:05,14,3.741657387
38.45,-122.68,38.45-122.68,1/11/16 10:05,26,5.099019514
38.48,-121.34,38.48-121.34,1/11/16 10:05,3,1.732050808
38.48,-122.9,38.48-122.9,1/11/16 10:05,1,1
38.5,-122.76,38.5-122.76,1/11/16 10:05,16,4
38.68,-121.05,38.68-121.05,1/11/16 10:05,8,2.828427125
39.3,-123.73,39.3-123.73,1/11/16 10:05,2,1.414213562
39.33,-120.24,39.33-120.24,1/11/16 10:05,3,1.732050808
39.59,-105.01,39.59-105.01,1/11/16 10:05,1,1
40.56,-111.72,40.56-111.72,1/11/16 10:05,1,1
40.88,-111.82,40.88-111.82,1/11/16 10:05,1,1
42.3,-71.28,42.3-71.28,1/11/16 10:05,1,1
44.96,-93.26,44.96-93.26,1/11/16 10:05,1,1
45.48,-122.69,45.48-122.69,1/11/16 10:05,1,1
47.54,-122.31,47.54-122.31,1/11/16 10:05,1,1
47.55,-122.37,47.55-122.37,1/11/16 10:05,1,1
47.66,-122.29,47.66-122.29,1/11/16 10:05,1,1
33.02,-117.19,33.02-117.19,1/11/16 10:06,1,1
33.52,-117.61,33.52-117.61,1/11/16 10:06,3,1.732050808
33.55,-117.78,33.55-117.78,1/11/16 10:06,4,2
33.8,-118.16,33.8-118.16,1/11/16 10:06,2,1.414213562
33.86,-118.18,33.86-118.18,1/11/16 10:06,1,1
34.09,-118.41,34.09-118.41,1/11/16 10:06,1,1
34.19,-118.76,34.19-118.76,1/11/16 10:06,1,1
37.34,-122.11,37.34-122.11,1/11/16 10:06,2,1.414213562
37.45,-122.1,37.45-122.1,1/11/16 10:06,6,2.449489743
37.74,-122.41,37.74-122.41,1/11/16 10:06,15,3.872983346
37.74,-122.41,37.74-122.41,1/11/16 10:06,16,4
37.8,-122.43,37.8-122.43,1/11/16 10:06,9,3
37.86,-122.24,37.86-122.24,1/11/16 10:06,2,1.414213562
37.91,-122.3,37.91-122.3,1/11/16 10:06,5,2.236067977
37.97,-121.96,37.97-121.96,1/11/16 10:06,2,1.414213562
38.31,-122.7,38.31-122.7,1/11/16 10:06,6,2.449489743
38.31,-122.7,38.31-122.7,1/11/16 10:06,7,2.645751311
38.47,-122.6,38.47-122.6,1/11/16 10:06,3,1.732050808
38.58,-121.37,38.58-121.37,1/11/16 10:06,5,2.236067977
38.67,-121.14,38.67-121.14,1/11/16 10:06,11,3.31662479
38.87,-77.1,38.87-77.1,1/11/16 10:06,1,1
39.69,-104.88,39.69-104.88,1/11/16 10:06,1,1
40.29,-83.08,40.29-83.08,1/11/16 10:06,1,1
40.47,-106.82,40.47-106.82,1/11/16 10:06,1,1
40.65,-111.83,40.65-111.83,1/11/16 10:06,1,1
40.71,-73.99,40.71-73.99,1/11/16 10:06,6,2.449489743
44.52,-73.05,44.52-73.05,1/11/16 10:06,1,1
47.55,-122.37,47.55-122.37,1/11/16 10:06,2,1.414213562
33.62,-117.87,33.62-117.87,1/11/16 10:07,8,2.828427125
33.82,-118.11,33.82-118.11,1/11/16 10:07,1,1
37.36,-122.14,37.36-122.14,1/11/16 10:07,4,2
37.41,-122.13,37.41-122.13,1/11/16 10:07,10,3.16227766
37.74,-122.41,37.74-122.41,1/11/16 10:07,17,4.123105626
37.76,-122.44,37.76-122.44,1/11/16 10:07,8,2.828427125
37.76,-122.44,37.76-122.44,1/11/16 10:07,9,3
37.76,-122.44,37.76-122.44,1/11/16 10:07,10,3.16227766
37.76,-122.48,37.76-122.48,1/11/16 10:07,6,2.449489743
37.78,-122.46,37.78-122.46,1/11/16 10:07,7,2.645751311
37.79,-122.42,37.79-122.42,1/11/16 10:07,6,2.449489743
37.79,-122.42,37.79-122.42,1/11/16 10:07,7,2.645751311
37.8,-122.21,37.8-122.21,1/11/16 10:07,5,2.236067977
37.8,-122.43,37.8-122.43,1/11/16 10:07,10,3.16227766
37.86,-122.27,37.86-122.27,1/11/16 10:07,3,1.732050808
37.99,-122.58,37.99-122.58,1/11/16 10:07,4,2
38.06,-122.54,38.06-122.54,1/11/16 10:07,1,1
38.4,-122.86,38.4-122.86,1/11/16 10:07,19,4.358898944
38.45,-122.68,38.45-122.68,1/11/16 10:07,27,5.196152423
38.5,-122.76,38.5-122.76,1/11/16 10:07,17,4.123105626
38.55,-122.39,38.55-122.39,1/11/16 10:07,3,1.732050808
38.65,-121.25,38.65-121.25,1/11/16 10:07,2,1.414213562
39.76,-104.87,39.76-104.87,1/11/16 10:07,3,1.732050808
40.02,-105.25,40.02-105.25,1/11/16 10:07,3,1.732050808
40.6,-122.46,40.6-122.46,1/11/16 10:07,2,1.414213562
40.67,-111.79,40.67-111.79,1/11/16 10:07,1,1
40.68,-122.25,40.68-122.25,1/11/16 10:07,1,1
40.71,-111.55,40.71-111.55,1/11/16 10:07,1,1
40.71,-73.99,40.71-73.99,1/11/16 10:07,7,2.645751311
41.76,-72.68,41.76-72.68,1/11/16 10:07,1,1
46.59,-120.53,46.59-120.53,1/11/16 10:07,1,1
47.68,-122.28,47.68-122.28,1/11/16 10:07,3,1.732050808
33.97,-117.9,33.97-117.9,1/11/16 10:08,1,1
34.14,-118.16,34.14-118.16,1/11/16 10:08,2,1.414213562
34.15,-117.99,34.15-117.99,1/11/16 10:08,2,1.414213562
37.3,-122.09,37.3-122.09,1/11/16 10:08,11,3.31662479
37.41,-122.13,37.41-122.13,1/11/16 10:08,11,3.31662479
37.52,-122.35,37.52-122.35,1/11/16 10:08,4,2
37.68,-121.75,37.68-121.75,1/11/16 10:08,4,2
37.76,-122.48,37.76-122.48,1/11/16 10:08,7,2.645751311
37.83,-122.22,37.83-122.22,1/11/16 10:08,4,2
38.21,-122.76,38.21-122.76,1/11/16 10:08,6,2.449489743
38.4,-122.86,38.4-122.86,1/11/16 10:08,20,4.472135955
38.48,-122.9,38.48-122.9,1/11/16 10:08,2,1.414213562
38.53,-121.66,38.53-121.66,1/11/16 10:08,3,1.732050808
38.53,-122.81,38.53-122.81,1/11/16 10:08,17,4.123105626
39.38,-119.67,39.38-119.67,1/11/16 10:08,1,1
39.76,-104.87,39.76-104.87,1/11/16 10:08,4,2
40.02,-105.25,40.02-105.25,1/11/16 10:08,4,2
40.6,-122.46,40.6-122.46,1/11/16 10:08,3,1.732050808
33.93,-116.77,33.93-116.77,1/11/16 10:09,1,1
34.51,-119.29,34.51-119.29,1/11/16 10:09,1,1
37.49,-122.26,37.49-122.26,1/11/16 10:09,12,3.464101615
37.56,-122.37,37.56-122.37,1/11/16 10:09,7,2.645751311
37.59,-122.4,37.59-122.4,1/11/16 10:09,1,1
37.76,-122.44,37.76-122.44,1/11/16 10:09,11,3.31662479
37.77,-122.27,37.77-122.27,1/11/16 10:09,5,2.236067977
37.78,-122.39,37.78-122.39,1/11/16 10:09,2,1.414213562
37.78,-122.46,37.78-122.46,1/11/16 10:09,8,2.828427125
38.43,-122.67,38.43-122.67,1/11/16 10:09,24,4.898979486
38.45,-122.68,38.45-122.68,1/11/16 10:09,28,5.291502622
38.45,-122.68,38.45-122.68,1/11/16 10:09,29,5.385164807
38.48,-122.9,38.48-122.9,1/11/16 10:09,3,1.732050808
38.53,-121.66,38.53-121.66,1/11/16 10:09,4,2
38.57,-121.17,38.57-121.17,1/11/16 10:09,2,1.414213562
40.08,-75.25,40.08-75.25,1/11/16 10:09,1,1
40.49,-111.84,40.49-111.84,1/11/16 10:09,1,1
40.56,-111.72,40.56-111.72,1/11/16 10:09,2,1.414213562
45.21,-122.66,45.21-122.66,1/11/16 10:09,1,1
28.59,-81.34,28.59-81.34,1/11/16 10:10,1,1
33.6,-117.66,33.6-117.66,1/11/16 10:10,1,1
34.05,-118.41,34.05-118.41,1/11/16 10:10,1,1
35.98,-115.11,35.98-115.11,1/11/16 10:10,2,1.414213562
37.75,-122.43,37.75-122.43,1/11/16 10:10,11,3.31662479
38.24,-122.46,38.24-122.46,1/11/16 10:10,4,2
38.4,-122.86,38.4-122.86,1/11/16 10:10,21,4.582575695
38.47,-122.6,38.47-122.6,1/11/16 10:10,4,2
38.55,-122.39,38.55-122.39,1/11/16 10:10,4,2
38.74,-121.25,38.74-121.25,1/11/16 10:10,5,2.236067977
39.9,-121.83,39.9-121.83,1/11/16 10:10,2,1.414213562
40.29,-83.08,40.29-83.08,1/11/16 10:10,2,1.414213562
40.6,-122.46,40.6-122.46,1/11/16 10:10,4,2
40.94,-73.99,40.94-73.99,1/11/16 10:10,1,1
42.32,-71.14,42.32-71.14,1/11/16 10:10,1,1
42.37,-71.11,42.37-71.11,1/11/16 10:10,1,1
47.57,-122.4,47.57-122.4,1/11/16 10:10,1,1
34.12,-117.71,34.12-117.71,1/11/16 10:11,1,1
37.35,-122.03,37.35-122.03,1/11/16 10:11,3,1.732050808
37.41,-122.13,37.41-122.13,1/11/16 10:11,12,3.464101615
37.45,-122.1,37.45-122.1,1/11/16 10:11,7,2.645751311
37.75,-122.43,37.75-122.43,1/11/16 10:11,12,3.464101615
37.76,-122.39,37.76-122.39,1/11/16 10:11,7,2.645751311
37.76,-122.39,37.76-122.39,1/11/16 10:11,8,2.828427125
37.79,-122.42,37.79-122.42,1/11/16 10:11,8,2.828427125
38.1,-122.63,38.1-122.63,1/11/16 10:11,4,2
38.48,-122.9,38.48-122.9,1/11/16 10:11,4,2
38.53,-122.81,38.53-122.81,1/11/16 10:11,18,4.242640687
39,-121.03,39-121.03,1/11/16 10:11,1,1
40.65,-111.83,40.65-111.83,1/11/16 10:11,2,1.414213562
41.27,-73.49,41.27-73.49,1/11/16 10:11,1,1
44.96,-93.26,44.96-93.26,1/11/16 10:11,2,1.414213562
32.95,-117.19,32.95-117.19,1/11/16 10:12,3,1.732050808
37.44,-122.15,37.44-122.15,1/11/16 10:12,2,1.414213562
37.76,-122.48,37.76-122.48,1/11/16 10:12,8,2.828427125
37.78,-122.46,37.78-122.46,1/11/16 10:12,9,3
37.8,-122.43,37.8-122.43,1/11/16 10:12,11,3.31662479
37.83,-122.1,37.83-122.1,1/11/16 10:12,3,1.732050808
38.34,-122.7,38.34-122.7,1/11/16 10:12,5,2.236067977
38.58,-121.37,38.58-121.37,1/11/16 10:12,6,2.449489743
38.71,-121.36,38.71-121.36,1/11/16 10:12,1,1
38.81,-121.28,38.81-121.28,1/11/16 10:12,1,1
40.6,-122.46,40.6-122.46,1/11/16 10:12,5,2.236067977
47.55,-122,47.55-122,1/11/16 10:12,1,1
27.75,-82.64,27.75-82.64,1/11/16 10:13,1,1
33.64,-117.91,33.64-117.91,1/11/16 10:13,2,1.414213562
34.3,-118.72,34.3-118.72,1/11/16 10:13,1,1
37.62,-122.43,37.62-122.43,1/11/16 10:13,2,1.414213562
37.65,-121.85,37.65-121.85,1/11/16 10:13,1,1
38.31,-122.7,38.31-122.7,1/11/16 10:13,8,2.828427125
38.34,-122.7,38.34-122.7,1/11/16 10:13,6,2.449489743
38.44,-122.78,38.44-122.78,1/11/16 10:13,5,2.236067977
38.45,-122.68,38.45-122.68,1/11/16 10:13,30,5.477225575
38.53,-122.81,38.53-122.81,1/11/16 10:13,19,4.358898944
38.82,-123.51,38.82-123.51,1/11/16 10:13,1,1
40.56,-111.72,40.56-111.72,1/11/16 10:13,3,1.732050808
40.71,-111.55,40.71-111.55,1/11/16 10:13,2,1.414213562
45.34,-122.66,45.34-122.66,1/11/16 10:13,1,1
32.9,-96.55,32.9-96.55,1/11/16 10:14,1,1
37.75,-122.43,37.75-122.43,1/11/16 10:14,13,3.605551275
37.97,-122.5,37.97-122.5,1/11/16 10:14,9,3
38.31,-122.48,38.31-122.48,1/11/16 10:14,1,1
38.57,-121.17,38.57-121.17,1/11/16 10:14,3,1.732050808
40.55,-111.96,40.55-111.96,1/11/16 10:14,1,1
42.37,-71.11,42.37-71.11,1/11/16 10:14,2,1.414213562
43.04,-76.14,43.04-76.14,1/11/16 10:14,1,1
34.14,-118.16,34.14-118.16,1/11/16 10:15,3,1.732050808
37.76,-122.44,37.76-122.44,1/11/16 10:15,12,3.464101615
37.77,-122.49,37.77-122.49,1/11/16 10:15,3,1.732050808
37.79,-122.42,37.79-122.42,1/11/16 10:15,9,3
37.8,-122.43,37.8-122.43,1/11/16 10:15,12,3.464101615
37.83,-122.1,37.83-122.1,1/11/16 10:15,4,2
38.43,-122.67,38.43-122.67,1/11/16 10:15,25,5
38.45,-122.68,38.45-122.68,1/11/16 10:15,31,5.567764363
38.58,-121.37,38.58-121.37,1/11/16 10:15,7,2.645751311
40.73,-73.68,40.73-73.68,1/11/16 10:15,1,1
37.56,-122.37,37.56-122.37,1/11/16 10:16,8,2.828427125
37.76,-122.39,37.76-122.39,1/11/16 10:16,9,3
37.76,-122.44,37.76-122.44,1/11/16 10:16,13,3.605551275
37.8,-122.41,37.8-122.41,1/11/16 10:16,1,1
37.89,-122.47,37.89-122.47,1/11/16 10:16,4,2
41.27,-73.49,41.27-73.49,1/11/16 10:16,2,1.414213562
43.18,-70.67,43.18-70.67,1/11/16 10:16,1,1
46.59,-120.53,46.59-120.53,1/11/16 10:16,2,1.414213562
47.61,-122.21,47.61-122.21,1/11/16 10:16,1,1
47.68,-122.28,47.68-122.28,1/11/16 10:16,4,2
38.4,-122.86,38.4-122.86,1/11/16 10:17,22,4.69041576
43.62,-116.32,43.62-116.32,1/11/16 10:17,1,1
45.01,-123.01,45.01-123.01,1/11/16 10:17,1,1
45.53,-122.68,45.53-122.68,1/11/16 10:17,1,1
30.44,-97.62,30.44-97.62,1/11/16 10:18,1,1
32.71,-117.16,32.71-117.16,1/11/16 10:18,1,1
37.39,-121.96,37.39-121.96,1/11/16 10:18,2,1.414213562
37.5,-122.47,37.5-122.47,1/11/16 10:18,1,1
37.69,-122.01,37.69-122.01,1/11/16 10:18,1,1
37.76,-122.39,37.76-122.39,1/11/16 10:18,10,3.16227766
37.86,-122.24,37.86-122.24,1/11/16 10:18,3,1.732050808
40.55,-111.96,40.55-111.96,1/11/16 10:18,2,1.414213562
43.04,-76.14,43.04-76.14,1/11/16 10:18,2,1.414213562
32.77,-117.18,32.77-117.18,1/11/16 10:19,1,1
33.53,-117.7,33.53-117.7,1/11/16 10:19,1,1
38.45,-122.59,38.45-122.59,1/11/16 10:19,15,3.872983346
39.59,-105.01,39.59-105.01,1/11/16 10:19,2,1.414213562
39.64,-104.96,39.64-104.96,1/11/16 10:19,1,1
33.62,-117.87,33.62-117.87,1/11/16 10:20,9,3
38.71,-121.36,38.71-121.36,1/11/16 10:20,2,1.414213562
34.37,-118.61,34.37-118.61,1/11/16 10:21,1,1
37.04,-122.1,37.04-122.1,1/11/16 10:21,1,1
37.76,-122.39,37.76-122.39,1/11/16 10:21,11,3.31662479
37.76,-122.39,37.76-122.39,1/11/16 10:21,12,3.464101615
38.5,-122.76,38.5-122.76,1/11/16 10:21,18,4.242640687
38.56,-121.99,38.56-121.99,1/11/16 10:21,1,1
47.61,-122.2,47.61-122.2,1/11/16 10:21,3,1.732050808
37.77,-122.27,37.77-122.27,1/11/16 10:22,6,2.449489743
37.49,-122.26,37.49-122.26,1/11/16 10:23,13,3.605551275
34.02,-118.39,34.02-118.39,1/11/16 10:24,1,1
34.28,-118.61,34.28-118.61,1/11/16 10:24,1,1
37.8,-122.43,37.8-122.43,1/11/16 10:24,13,3.605551275
37.89,-122.56,37.89-122.56,1/11/16 10:24,28,5.291502622
38.4,-122.86,38.4-122.86,1/11/16 10:24,23,4.795831523
38.43,-122.67,38.43-122.67,1/11/16 10:24,26,5.099019514
38.5,-122.76,38.5-122.76,1/11/16 10:24,19,4.358898944
40.33,-111.57,40.33-111.57,1/11/16 10:24,2,1.414213562
34.2,-118.13,34.2-118.13,1/11/16 10:25,1,1
38.45,-122.68,38.45-122.68,1/11/16 10:25,32,5.656854249
38.49,-121.53,38.49-121.53,1/11/16 10:25,6,2.449489743
37.23,-121.95,37.23-121.95,1/11/16 10:26,7,2.645751311
37.35,-122.03,37.35-122.03,1/11/16 10:26,4,2
37.84,-122.23,37.84-122.23,1/11/16 10:26,9,3
37.89,-122.56,37.89-122.56,1/11/16 10:26,29,5.385164807
38.5,-122.76,38.5-122.76,1/11/16 10:26,20,4.472135955
39.82,-105.1,39.82-105.1,1/11/16 10:26,1,1
33.6,-117.9,33.6-117.9,1/11/16 10:27,1,1
37.54,-122.3,37.54-122.3,1/11/16 10:27,4,2
47.68,-122.28,47.68-122.28,1/11/16 10:27,5,2.236067977
34.03,-84.35,34.03-84.35,1/11/16 10:28,1,1
37.45,-122.17,37.45-122.17,1/11/16 10:28,12,3.464101615
37.59,-122.4,37.59-122.4,1/11/16 10:28,2,1.414213562
37.76,-122.48,37.76-122.48,1/11/16 10:28,9,3
37.78,-122.46,37.78-122.46,1/11/16 10:28,10,3.16227766
38.43,-122.67,38.43-122.67,1/11/16 10:28,27,5.196152423
38.5,-122.76,38.5-122.76,1/11/16 10:28,21,4.582575695
37.34,-122.11,37.34-122.11,1/11/16 10:29,3,1.732050808
37.76,-122.48,37.76-122.48,1/11/16 10:29,10,3.16227766
33.85,-118.11,33.85-118.11,1/11/16 10:30,1,1
34.51,-119.29,34.51-119.29,1/11/16 10:30,2,1.414213562
37.3,-122.09,37.3-122.09,1/11/16 10:30,12,3.464101615
37.38,-122.07,37.38-122.07,1/11/16 10:30,4,2
37.88,-121.84,37.88-121.84,1/11/16 10:30,1,1
38.43,-122.67,38.43-122.67,1/11/16 10:30,28,5.291502622
39.59,-105.01,39.59-105.01,1/11/16 10:30,3,1.732050808
45.55,-122.73,45.55-122.73,1/11/16 10:30,1,1
33.35,-117.43,33.35-117.43,1/11/16 10:31,1,1
37.54,-122.3,37.54-122.3,1/11/16 10:32,5,2.236067977
37.67,-121.93,37.67-121.93,1/11/16 10:32,4,2
38.5,-122.76,38.5-122.76,1/11/16 10:32,22,4.69041576
37.74,-122.41,37.74-122.41,1/11/16 10:33,18,4.242640687
46.59,-120.53,46.59-120.53,1/11/16 10:33,3,1.732050808
37.28,-121.95,37.28-121.95,1/11/16 10:34,4,2
37.39,-121.96,37.39-121.96,1/11/16 10:34,3,1.732050808
37.49,-122.26,37.49-122.26,1/11/16 10:34,14,3.741657387
37.76,-122.44,37.76-122.44,1/11/16 10:34,14,3.741657387
39.59,-105.01,39.59-105.01,1/11/16 10:34,4,2
44.05,-71.12,44.05-71.12,1/11/16 10:34,1,1
33.09,-117.27,33.09-117.27,1/11/16 10:35,1,1
33.6,-117.9,33.6-117.9,1/11/16 10:36,2,1.414213562
37.87,-122.26,37.87-122.26,1/11/16 10:36,3,1.732050808
46.59,-120.53,46.59-120.53,1/11/16 10:36,4,2
37.77,-122.27,37.77-122.27,1/11/16 10:37,7,2.645751311
38.23,-122.12,38.23-122.12,1/11/16 10:37,5,2.236067977
38.63,-122.89,38.63-122.89,1/11/16 10:38,4,2
39.08,-77.15,39.08-77.15,1/11/16 10:38,1,1
37.86,-122.24,37.86-122.24,1/11/16 10:39,4,2
37.78,-122.43,37.78-122.43,1/11/16 10:40,10,3.16227766
38.45,-122.59,38.45-122.59,1/11/16 10:40,16,4
38.5,-122.76,38.5-122.76,1/11/16 10:40,23,4.795831523
37.78,-122.12,37.78-122.12,1/11/16 10:41,1,1
37.81,-122.3,37.81-122.3,1/11/16 10:41,1,1
34,-81.03,34-81.03,1/11/16 10:42,1,1
37.56,-122.37,37.56-122.37,1/11/16 10:42,9,3
38.68,-121.05,38.68-121.05,1/11/16 10:42,9,3
37.89,-122.19,37.89-122.19,1/11/16 10:43,6,2.449489743
